"state","year","constituency","constituency_url","afd","cdu","gruene","spd","fdp","die_linke","csu"
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=pa01","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=pa01",22.4,20,7.1,21.2,3.8,19.2,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=pa02","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=pa02",19,19.9,11.3,23.3,4.6,17.9,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=pa03","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=pa03",13.3,11.7,17.7,24.8,3.2,22.5,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=pa04","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=pa04",20.1,18.5,9.2,22.4,3.4,21.7,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=pa05","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=pa05",15.4,12.1,14.7,24.2,2.8,25.3,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=pa06","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=pa06",5.4,9,36.5,17.4,3.7,20.4,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=pa07","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=pa07",12.1,10.3,19.5,25,3.5,22.6,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=pa08","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=pa08",NA,11.4,29.8,25.6,6.1,20,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=pa09","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=pa09",12.2,11.5,18.8,24.6,3.7,23.6,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=cw01","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=cw01",14.6,19.3,15.6,29,7.5,8.8,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=cw02","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=cw02",10.4,28.6,15.9,25.7,11.1,6.4,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=cw03","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=cw03",7.8,18.8,22.7,29,7.9,9.6,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=cw04","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=cw04",8.7,20.3,19.9,28.6,11.4,9.1,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=cw05","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=cw05",10.7,28.6,14.2,24.7,13.9,6.6,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=cw06","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=cw06",9.1,23,19.8,30,9.5,8.7,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=cw07","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=cw07",10.2,25.1,18.1,27.4,8.6,8.2,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sp01","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sp01",18,26.3,7.4,31,6.3,6.4,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sp02","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sp02",17.5,22.3,6.5,37.2,5.2,5.9,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sp03","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sp03",16.6,22.6,8.3,35.1,6.7,7.1,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sp04","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sp04",17.1,30.4,6.7,30.1,6.6,6,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sp05","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sp05",15.1,31.8,9.5,27.6,9.5,5,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sz01","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sz01",9.3,23.1,23.6,26,7.3,7.1,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sz02","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sz02",11,23.9,19.9,26.9,7.9,7.3,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sz03","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sz03",9.6,32.1,17,24.8,9.9,5,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sz04","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sz04",12.6,32.3,14.2,24.3,9.2,5.4,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sz05","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sz05",14.6,29.6,11.6,26.8,8.4,6.3,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sz06","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sz06",10.1,30.3,18.1,23.4,11,5.4,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sz07","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=sz07",10,30.9,17,23.4,12.4,4.7,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ts01","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ts01",7.8,14.6,29.4,26.6,6.7,12.3,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ts02","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ts02",6.9,12,30.7,28.4,4.5,12.3,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ts03","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ts03",7.7,16.7,27.5,31.4,6.4,8.3,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ts04","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ts04",11.1,18.9,18.7,32.5,5.6,9.2,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ts05","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ts05",15.8,26.1,12,27.8,7.3,7.6,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ts06","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ts06",16.4,32.1,10.4,25.2,8.6,5.5,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ts07","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ts07",15.5,33.8,10.5,23.5,8.9,4.7,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ne01","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ne01",6.7,7.2,31.8,22.2,2.4,21.2,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ne02","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ne02",6.7,6.6,30.1,21.1,2.3,22,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ne03","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ne03",8.7,9,21.7,27.3,2.5,20.7,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ne04","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ne04",17.8,22.9,9.4,30.7,6.3,8,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ne05","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ne05",18.2,30,7.9,29,8.1,5.9,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ne06","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ne06",21.2,23.9,6.1,32.9,7.6,7,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ne07","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=ne07",17.5,33.9,7,28.4,7.4,4.8,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=tk01","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=tk01",15.4,10,15.5,23.3,2.6,26.4,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=tk02","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=tk02",21,12.6,8,26.5,NA,24.5,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=tk03","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=tk03",23.8,18.2,6.8,22.1,3.7,19.4,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=tk04","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=tk04",21.6,15.5,8.2,27,NA,22.8,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=tk05","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=tk05",24.8,13.5,6.7,26.3,NA,23.2,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=tk06","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=tk06",18.9,17.4,9.9,25.3,NA,25.5,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=mh01","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=mh01",30.6,9.1,4.1,18.5,2.4,28.7,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=mh02","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=mh02",25.3,10.8,4.2,20.8,2.9,31.8,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=mh03","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=mh03",29.8,9.5,4.6,19.3,2.8,28.1,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=mh04","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=mh04",19.7,26,4.8,17.4,2.7,25.9,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=mh05","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=mh05",15.7,47.2,4.8,12.5,2.6,16.3,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=mh06","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=mh06",23.6,18,5,21.6,2.8,25.3,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=li01","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=li01",26,21,3.6,16.3,2,25,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=li02","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=li02",22.2,15.1,4.9,20.2,3.4,29.1,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=li03","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=li03",21.3,12,5.7,22.6,2.7,30.4,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=li04","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=li04",17,10.2,10,22,3,32.8,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=li05","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=li05",17,10.4,11.6,22.7,2.6,29.6,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=li06","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=li06",15.6,13.9,8.7,26.7,3.1,28.7,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=re01","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=re01",19.4,26.6,8.9,26.3,5.2,9.1,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=re02","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=re02",20.6,28.6,8.7,26.1,7.1,6.4,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=re03","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=re03",14.5,33.5,12.4,23.6,8.9,5.2,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=re04","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=re04",16.9,32.3,9.9,25.8,7.6,5.5,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=re05","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=re05",20.1,30.5,6.4,28.1,6.1,5.5,NA
"Berlin",2016,"https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=re06","https://www.election.de/cgi-bin/showcandres_be16.pl?land=be16&wahlkreis=re06",10,39.7,13.3,21.4,10.4,4,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Mitte 1","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Mitte 1",3.4,14.9,35.2,17.5,10.9,14.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Mitte 2","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Mitte 2",6,16.4,20.7,21.9,8.2,20.3,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Mitte 3","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Mitte 3",3.8,15.8,31.9,22,7.9,12.7,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Mitte 4","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Mitte 4",4.1,9.6,36.9,18,5.3,18.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Mitte 5","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Mitte 5",7.9,14.8,22.1,25.6,5,15.5,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Mitte 6","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Mitte 6",5,8.6,29.8,20.9,4.7,22.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Mitte 7","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Mitte 7",5.1,11.1,28.1,23.8,5.2,18.7,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Friedrichshain-Kreuzberg 1","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Friedrichshain-Kreuzberg 1",2.2,9.5,41.2,18.6,4.9,16.5,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Friedrichshain-Kreuzberg 2","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Friedrichshain-Kreuzberg 2",1.9,5.7,38.8,14.4,3.1,27.9,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Friedrichshain-Kreuzberg 3","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Friedrichshain-Kreuzberg 3",2.7,8.5,35,20.1,3.8,20.4,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Friedrichshain-Kreuzberg 4","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Friedrichshain-Kreuzberg 4",5.8,10.5,23.8,21,5.7,24.7,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Friedrichshain-Kreuzberg 5","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Friedrichshain-Kreuzberg 5",3.3,7,34.7,14.4,5,24.8,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Friedrichshain-Kreuzberg 6","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Friedrichshain-Kreuzberg 6",2.9,7.9,38.6,13.1,5.5,22.5,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Pankow 1","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Pankow 1",13.7,25.4,10.5,21,5.9,13.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Pankow 2","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Pankow 2",10.9,20.6,16.7,22.6,7,12.6,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Pankow 3","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Pankow 3",8,11.7,23.8,19.1,5.3,23.7,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Pankow 4","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Pankow 4",12.1,18.4,14,24.1,5.7,15.9,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Pankow 5","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Pankow 5",8.8,12,21.9,20.4,5,21.1,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Pankow 6","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Pankow 6",2.6,7.3,41.3,14.9,5.2,20.8,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Pankow 7","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Pankow 7",6.5,9.5,30.7,18.1,5.1,20.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Pankow 8","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Pankow 8",3.3,9.2,38.2,15.1,6.8,19.6,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Pankow 9","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Pankow 9",6.4,10.4,24.5,27.4,4.6,18,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Charlottenburg-Wilmersdorf 1","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Charlottenburg-Wilmersdorf 1",7.3,18.4,21.5,27.6,7.9,8.7,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Charlottenburg-Wilmersdorf 2","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Charlottenburg-Wilmersdorf 2",4.8,28.9,21.2,23.2,9.5,5.6,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Charlottenburg-Wilmersdorf 3","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Charlottenburg-Wilmersdorf 3",3.7,18,31,23.6,7.7,9.7,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Charlottenburg-Wilmersdorf 4","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Charlottenburg-Wilmersdorf 4",4,20.4,27,24.6,10.7,7.4,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Charlottenburg-Wilmersdorf 5","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Charlottenburg-Wilmersdorf 5",4.5,30,18.1,22.5,13.3,5.2,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Charlottenburg-Wilmersdorf 6","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Charlottenburg-Wilmersdorf 6",3.8,20.9,26.4,26.3,8.4,8,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Charlottenburg-Wilmersdorf 7","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Charlottenburg-Wilmersdorf 7",4.8,24.1,22.7,26.2,8.3,6.8,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Spandau 1","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Spandau 1",11.2,25.3,10.7,28.7,7.6,6.3,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Spandau 2","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Spandau 2",11.5,21.1,11.3,32.3,7,6.4,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Spandau 3","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Spandau 3",10.2,22.3,13.5,29.2,7.5,6.8,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Spandau 4","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Spandau 4",10.8,31.2,8.9,29,7.4,4.3,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Spandau 5","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Spandau 5",8,36.5,12.8,25,7.7,3.7,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Steglitz-Zehlendorf 1","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Steglitz-Zehlendorf 1",4.7,21.2,28.9,23.8,7.6,6.6,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Steglitz-Zehlendorf 2","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Steglitz-Zehlendorf 2",5.5,21.1,22.3,27.9,8.1,6.9,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Steglitz-Zehlendorf 3","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Steglitz-Zehlendorf 3",4.5,31.3,21.5,23.3,9.4,4,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Steglitz-Zehlendorf 4","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Steglitz-Zehlendorf 4",6.2,31.7,17,25.7,8.4,4.7,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Steglitz-Zehlendorf 5","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Steglitz-Zehlendorf 5",7.4,29.4,15.9,25.7,8.2,4.7,NA
"Berlin",2021,"https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Steglitz-Zehlendorf 6","https://www.election.de/cgi-bin/showcandres_be21.pl?land=be21&karte=be21e&wahlkreis=Steglitz-Zehlendorf 6",4.2,31,22.1,22.4,10,4.5,NA
