"state","year","constituency","constituency_url","afd","cdu","gruene","spd","fdp","die_linke","csu"
"Saxony-Anhalt",2016,"34 Bad Dürrenberg-Saalekreis","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=34 Bad Dürrenberg-Saalekreis",30.9,28.9,3.6,12.9,7.7,16,NA
"Saxony-Anhalt",2016,"35 Halle I","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=35 Halle I",31.1,23,4.6,12.5,6.1,22.8,NA
"Saxony-Anhalt",2016,"36 Halle II","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=36 Halle II",18.7,26,9.6,16.5,8.2,21.1,NA
"Saxony-Anhalt",2016,"37 Halle III","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=37 Halle III",13.8,24.6,14.6,19.8,5.8,18.1,NA
"Saxony-Anhalt",2016,"38 Halle IV","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=38 Halle IV",28.1,29.5,4.3,12.8,6.1,19.3,NA
"Saxony-Anhalt",2016,"39 Merseburg","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=39 Merseburg",32.4,23.9,4.4,14.4,4.8,16.3,NA
"Saxony-Anhalt",2016,"40 Querfurt","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=40 Querfurt",33.1,29,3.3,11.3,6.1,17.1,NA
"Saxony-Anhalt",2016,"41 Zeitz","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=41 Zeitz",31.6,29,6.2,13.6,3,14.4,NA
"Saxony-Anhalt",2016,"42 Naumburg","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=42 Naumburg",30.8,31.9,4.3,10.3,5.2,15.2,NA
"Saxony-Anhalt",2016,"43 Weißenfels","https://www.election.de/cgi-bin/showcandres_sa16.pl?land=sa16&wahlkreis=43 Weißenfels",31.8,23.2,4,18.9,5.6,16.5,NA
"Saxony-Anhalt",2021,"1 Salzwedel","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=1 Salzwedel",17.7,36.4,4.6,9.7,5.2,14.9,NA
"Saxony-Anhalt",2021,"2 Gardelegen-Klötze","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=2 Gardelegen-Klötze",19.8,36.3,4.2,13.9,4.9,12.5,NA
"Saxony-Anhalt",2021,"3 Havelberg-Osterburg","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=3 Havelberg-Osterburg",21.1,26.7,3.4,6.9,4.5,11.4,NA
"Saxony-Anhalt",2021,"4 Stendal","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=4 Stendal",22.3,29.7,4.7,11.8,7.1,10.9,NA
"Saxony-Anhalt",2021,"5 Genthin","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=5 Genthin",26.6,31.3,3.5,11.6,4.8,10.3,NA
"Saxony-Anhalt",2021,"6 Burg","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=6 Burg",20.6,38.5,4.6,12.4,7,11.1,NA
"Saxony-Anhalt",2021,"7 Haldensleben","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=7 Haldensleben",23.6,37,4.3,11.6,5.5,11.6,NA
"Saxony-Anhalt",2021,"8 Wolmirstedt","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=8 Wolmirstedt",20.6,40.4,3.9,8.2,5.8,11,NA
"Saxony-Anhalt",2021,"9 Oschersleben-Wanzleben","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=9 Oschersleben-Wanzleben",24.5,32.8,3.3,13.8,9.4,9.7,NA
"Saxony-Anhalt",2021,"10 Magdeburg I","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=10 Magdeburg I",19.9,29.2,7.1,12,6.7,14.3,NA
"Saxony-Anhalt",2021,"11 Magdeburg II","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=11 Magdeburg II",11.2,28.1,15.9,12.9,7.2,14.1,NA
"Saxony-Anhalt",2021,"12 Magdeburg III","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=12 Magdeburg III",16.5,32.6,11.6,10.8,7.3,12.6,NA
"Saxony-Anhalt",2021,"13 Magdeburg IV","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=13 Magdeburg IV",17.5,33.2,9.9,10.2,6.5,12.5,NA
"Saxony-Anhalt",2021,"14 Halberstadt","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=14 Halberstadt",21.3,30.4,3.3,8.4,7,22.3,NA
"Saxony-Anhalt",2021,"15 Blankenburg","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=15 Blankenburg",20.2,33.6,5,18,6.4,11,NA
"Saxony-Anhalt",2021,"16 Wernigerode","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=16 Wernigerode",18.4,30.4,3.8,24.4,6.3,10.7,NA
"Saxony-Anhalt",2021,"17 Quedlinburg","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=17 Quedlinburg",20.9,33.5,6.6,10.6,8.7,12.4,NA
"Saxony-Anhalt",2021,"18 Aschersleben","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=18 Aschersleben",22.7,33.8,4.1,9.3,6,13.4,NA
"Saxony-Anhalt",2021,"19 Staßfurt","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=19 Staßfurt",28.7,32.7,1.6,8.3,11.8,12.2,NA
"Saxony-Anhalt",2021,"20 Schönebeck","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=20 Schönebeck",22.6,34.5,3.1,13,7.8,12.9,NA
"Saxony-Anhalt",2021,"21 Bernburg","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=21 Bernburg",24.8,34.7,4,8.9,9.4,13.3,NA
"Saxony-Anhalt",2021,"22 Köthen","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=22 Köthen",25.1,37.4,3.3,6.2,5,17.7,NA
"Saxony-Anhalt",2021,"23 Zerbst","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=23 Zerbst",23.1,36.5,4.1,7.4,6.2,13,NA
"Saxony-Anhalt",2021,"24 Wittenberg","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=24 Wittenberg",18.2,53.9,3,7.1,NA,8.4,NA
"Saxony-Anhalt",2021,"25 Jessen","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=25 Jessen",25.7,39.2,3.8,9.4,NA,11.7,NA
"Saxony-Anhalt",2021,"26 Dessau-Roßlau","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=26 Dessau-Roßlau",19.1,37.1,8.4,10.5,10.4,14.5,NA
"Saxony-Anhalt",2021,"27 Dessau-Roßlau-Wittenberg","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=27 Dessau-Roßlau-Wittenberg",22.3,35.6,4.8,12.1,6.2,10.7,NA
"Saxony-Anhalt",2021,"28 Bitterfeld-Wolfen","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=28 Bitterfeld-Wolfen",26.7,35.3,3.8,8.7,6.1,11.4,NA
"Saxony-Anhalt",2021,"29 Saalekreis","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=29 Saalekreis",24.6,35.2,4.8,9,9.4,10,NA
"Saxony-Anhalt",2021,"30 Eisleben","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=30 Eisleben",28.6,32.3,2.6,9,7.1,16.6,NA
"Saxony-Anhalt",2021,"31 Sangerhausen","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=31 Sangerhausen",26.9,35,3.2,8.7,8,14.1,NA
"Saxony-Anhalt",2021,"32 Querfurt","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=32 Querfurt",28.5,34.9,2.1,8.5,8,14.2,NA
"Saxony-Anhalt",2021,"33 Merseburg","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=33 Merseburg",28.9,41.2,4.8,10.8,NA,14.3,NA
"Saxony-Anhalt",2021,"34 Bad Dürrenberg-Saalekreis","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=34 Bad Dürrenberg-Saalekreis",24.7,34.7,4.8,8.7,9.5,9.4,NA
"Saxony-Anhalt",2021,"35 Halle I","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=35 Halle I",24.2,31.4,6.3,9.5,6.9,16.1,NA
"Saxony-Anhalt",2021,"36 Halle II","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=36 Halle II",12.9,27,13.2,15.8,8.8,14.2,NA
"Saxony-Anhalt",2021,"37 Halle III","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=37 Halle III",9.2,23,21.2,13,9.1,17.4,NA
"Saxony-Anhalt",2021,"38 Halle IV","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=38 Halle IV",21.1,38.5,5.7,9.5,7.3,13,NA
"Saxony-Anhalt",2021,"39 Weißenfels","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=39 Weißenfels",24.9,27.7,2.2,23.1,5.4,7.7,NA
"Saxony-Anhalt",2021,"40 Naumburg","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=40 Naumburg",24,42.1,3.2,7.8,5.7,9.3,NA
"Saxony-Anhalt",2021,"41 Zeitz","https://www.election.de/cgi-bin/showcandres_st21.pl?land=st21&karte=st21e&wahlkreis=41 Zeitz",27.1,26.1,3.4,8.4,7.5,14,NA
"Schleswig-Holstein",2017,"1 Nordfriesland-Nord","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=1 Nordfriesland-Nord",NA,45.3,8.7,26.1,6.4,2.4,NA
"Schleswig-Holstein",2017,"2 Nordfriesland-Süd","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=2 Nordfriesland-Süd",NA,41.3,7.2,31.4,6.2,3.1,NA
"Schleswig-Holstein",2017,"3 Flensburg","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=3 Flensburg",NA,26.2,12,31.6,7.9,6.7,NA
"Schleswig-Holstein",2017,"4 Flensburg-Land","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=4 Flensburg-Land",3.5,39.7,8.6,27.4,5.1,2.8,NA
"Schleswig-Holstein",2017,"5 Schleswig","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=5 Schleswig",NA,38.1,9.1,32.9,5.9,3.2,NA
"Schleswig-Holstein",2017,"6 Dithmarschen-Schleswig","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=6 Dithmarschen-Schleswig",4.9,44.6,7.1,28,7.4,2.8,NA
"Schleswig-Holstein",2017,"7 Dithmarschen-Süd","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=7 Dithmarschen-Süd",5.4,40.5,5.8,29.7,13.3,3.1,NA
"Schleswig-Holstein",2017,"8 Eckernförde","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=8 Eckernförde",3.6,43.2,8.4,26.7,9.1,2.4,NA
"Schleswig-Holstein",2017,"9 Rendsburg-Ost","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=9 Rendsburg-Ost",NA,44,9.1,31.8,6.6,3,NA
"Schleswig-Holstein",2017,"10 Rendsburg","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=10 Rendsburg",5,40,8.2,32.2,5.3,2.9,NA
"Schleswig-Holstein",2017,"11 Neumünster","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=11 Neumünster",7.2,36.8,8.8,34.9,6.7,3.1,NA
"Schleswig-Holstein",2017,"12 Kiel-Nord","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=12 Kiel-Nord",3.7,29.5,13,37.8,6.7,4.3,NA
"Schleswig-Holstein",2017,"13 Kiel-West","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=13 Kiel-West",4.4,27.7,13.3,36.5,6,5.1,NA
"Schleswig-Holstein",2017,"14 Kiel-Ost","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=14 Kiel-Ost",NA,28,9,40.4,6.4,6.7,NA
"Schleswig-Holstein",2017,"15 Plön-Nord","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=15 Plön-Nord",NA,39.9,11.2,33.9,9,3.4,NA
"Schleswig-Holstein",2017,"16 Plön-Ostholstein","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=16 Plön-Ostholstein",5,41.5,9.6,32.3,6.9,3,NA
"Schleswig-Holstein",2017,"17 Ostholstein-Nord","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=17 Ostholstein-Nord",5.7,40.6,7.7,34.1,6.5,2.8,NA
"Schleswig-Holstein",2017,"18 Ostholstein-Süd","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=18 Ostholstein-Süd",5.9,41.7,7.1,32.8,8,2.4,NA
"Schleswig-Holstein",2017,"19 Steinburg-West","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=19 Steinburg-West",NA,45.8,10.4,30.3,8.4,3.8,NA
"Schleswig-Holstein",2017,"20 Steinburg-Ost","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=20 Steinburg-Ost",NA,43.9,8.5,31.3,6.8,4,NA
"Schleswig-Holstein",2017,"21 Elmshorn","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=21 Elmshorn",5.8,35.8,8.6,37.4,6.9,4,NA
"Schleswig-Holstein",2017,"22 Pinneberg-Nord","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=22 Pinneberg-Nord",5.2,42.6,8.1,29.5,9.1,2.6,NA
"Schleswig-Holstein",2017,"23 Pinneberg-Elbmarschen","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=23 Pinneberg-Elbmarschen",5.2,39.9,8,35.8,6.4,3.4,NA
"Schleswig-Holstein",2017,"24 Pinneberg","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=24 Pinneberg",6.6,34.3,10.4,36.9,7.1,3.4,NA
"Schleswig-Holstein",2017,"25 Segeberg-West","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=25 Segeberg-West",6.5,39.7,7.5,32.2,7.2,3.3,NA
"Schleswig-Holstein",2017,"26 Segeberg-Ost","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=26 Segeberg-Ost",5.9,43.1,8.9,30.1,6.2,2.7,NA
"Schleswig-Holstein",2017,"27 Norderstedt","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=27 Norderstedt",6.1,36.2,8.1,34.1,8.9,4,NA
"Schleswig-Holstein",2017,"28 Stormarn-Nord","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=28 Stormarn-Nord",5.7,38.7,9.8,30.9,7.3,3.1,NA
"Schleswig-Holstein",2017,"29 Stormarn-Mitte","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=29 Stormarn-Mitte",5.4,39.1,9,34.4,7.6,3.2,NA
"Schleswig-Holstein",2017,"30 Stormarn-Süd","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=30 Stormarn-Süd",6.5,41.2,7.1,34.8,6.6,2.8,NA
"Schleswig-Holstein",2017,"31 Lübeck-Ost","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=31 Lübeck-Ost",6.7,34.5,8.4,37.1,5.9,4.2,NA
"Schleswig-Holstein",2017,"32 Lübeck-West","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=32 Lübeck-West",7.5,29,8.8,38.7,6.7,5.8,NA
"Schleswig-Holstein",2017,"33 Lübeck-Süd","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=33 Lübeck-Süd",5.3,30.2,12.4,36.4,5.8,6.1,NA
"Schleswig-Holstein",2017,"34 Lauenburg-Nord","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=34 Lauenburg-Nord",6.5,39.5,8.4,31.3,7.7,3,NA
"Schleswig-Holstein",2017,"35 Lauenburg-Süd","https://www.election.de/cgi-bin/showcandres_sh17.pl?land=sh17&wahlkreis=35 Lauenburg-Süd",7.7,35.5,7.8,36,8.1,3.4,NA
"Schleswig-Holstein",2022,"1 Nordfriesland-Nord","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=1 Nordfriesland-Nord",3.7,43.3,16.9,15.9,5.3,1.5,NA
"Schleswig-Holstein",2022,"2 Nordfriesland-Süd","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=2 Nordfriesland-Süd",3.7,40.4,17.2,16.7,5.6,1.6,NA
"Schleswig-Holstein",2022,"3 Flensburg","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=3 Flensburg",3.3,26.1,24.6,17.3,5.6,3.9,NA
"Schleswig-Holstein",2022,"4 Flensburg-Land","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=4 Flensburg-Land",3.2,38.8,17.8,15.6,5,1.8,NA
"Schleswig-Holstein",2022,"5 Schleswig","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=5 Schleswig",3.8,41.1,16.1,19.8,3.8,1.9,NA
"Schleswig-Holstein",2022,"6 Dithmarschen-Schleswig","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=6 Dithmarschen-Schleswig",5.1,48.1,11.4,16,8.4,1.8,NA
"Schleswig-Holstein",2022,"7 Dithmarschen-Süd","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=7 Dithmarschen-Süd",6,47.4,11.4,18.4,13.2,2,NA
"Schleswig-Holstein",2022,"8 Eckernförde","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=8 Eckernförde",3.1,58.4,11.6,16.1,2.9,1.1,NA
"Schleswig-Holstein",2022,"9 Rendsburg-Ost","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=9 Rendsburg-Ost",3.8,42.5,19.4,19.4,5.9,1.5,NA
"Schleswig-Holstein",2022,"10 Rendsburg","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=10 Rendsburg",4.8,44.9,13.9,19.4,4.4,2,NA
"Schleswig-Holstein",2022,"11 Neumünster","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=11 Neumünster",6.1,43.4,18.7,22.6,5.2,1.7,NA
"Schleswig-Holstein",2022,"12 Kiel-Nord","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=12 Kiel-Nord",2.3,28.6,32.4,19.2,7.3,2.5,NA
"Schleswig-Holstein",2022,"13 Kiel-West","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=13 Kiel-West",3,26.5,31.8,20.3,5.1,3.9,NA
"Schleswig-Holstein",2022,"14 Kiel-Ost","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=14 Kiel-Ost",5.6,29.4,19.4,26.2,6.2,3.8,NA
"Schleswig-Holstein",2022,"15 Plön-Nord","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=15 Plön-Nord",4.3,40.7,20.7,24,6.3,2,NA
"Schleswig-Holstein",2022,"16 Plön-Ostholstein","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=16 Plön-Ostholstein",4.3,46.6,19.6,18.4,4.9,1.7,NA
"Schleswig-Holstein",2022,"17 Ostholstein-Nord","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=17 Ostholstein-Nord",5.3,46.7,14.9,23,4.8,2.7,NA
"Schleswig-Holstein",2022,"18 Ostholstein-Süd","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=18 Ostholstein-Süd",4.9,45.4,16,23.1,7,1.3,NA
"Schleswig-Holstein",2022,"19 Mittelholstein","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=19 Mittelholstein",4.5,51.2,15.3,17.5,6,1.8,NA
"Schleswig-Holstein",2022,"20 Steinburg-Ost","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=20 Steinburg-Ost",5.5,49.3,15.4,19.9,4.3,2,NA
"Schleswig-Holstein",2022,"21 Elmshorn","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=21 Elmshorn",4.6,41.5,18.9,25.1,6.1,2.1,NA
"Schleswig-Holstein",2022,"22 Pinneberg-Nord","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=22 Pinneberg-Nord",4.4,44.6,17.3,18.4,9.2,1.4,NA
"Schleswig-Holstein",2022,"23 Pinneberg-Elbmarschen","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=23 Pinneberg-Elbmarschen",4.4,43.2,20,22.6,6.2,2,NA
"Schleswig-Holstein",2022,"24 Pinneberg","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=24 Pinneberg",5.1,38.1,23.1,25.7,5.4,2,NA
"Schleswig-Holstein",2022,"25 Segeberg-West","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=25 Segeberg-West",5.9,45.9,16.2,19.9,7,2,NA
"Schleswig-Holstein",2022,"26 Segeberg-Ost","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=26 Segeberg-Ost",5.8,48.8,15.6,19.3,6.2,2.2,NA
"Schleswig-Holstein",2022,"27 Norderstedt","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=27 Norderstedt",4.6,39.7,18.5,23,7.7,2.5,NA
"Schleswig-Holstein",2022,"28 Stormarn-Nord","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=28 Stormarn-Nord",4.5,45.1,17.7,22.7,6.3,2.4,NA
"Schleswig-Holstein",2022,"29 Stormarn-Mitte","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=29 Stormarn-Mitte",3.9,40.3,23.1,20,8.9,2.4,NA
"Schleswig-Holstein",2022,"30 Stormarn-Süd","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=30 Stormarn-Süd",4.7,44.2,18.7,24.6,5.5,2.2,NA
"Schleswig-Holstein",2022,"31 Lübeck-Ost","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=31 Lübeck-Ost",5.2,36.9,19.4,28.2,4.7,2.5,NA
"Schleswig-Holstein",2022,"32 Lübeck-West","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=32 Lübeck-West",6.1,31.1,23.3,28.4,4.8,3.6,NA
"Schleswig-Holstein",2022,"33 Lübeck-Süd","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=33 Lübeck-Süd",3.5,27.9,34.4,23.6,3.9,3.8,NA
"Schleswig-Holstein",2022,"34 Lauenburg-Nord","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=34 Lauenburg-Nord",5.6,40.5,19.1,21.5,8.6,1.9,NA
"Schleswig-Holstein",2022,"35 Lauenburg-Süd","https://www.election.de/cgi-bin/showcandres_sh22.pl?land=sh22&karte=sh22e&wahlkreis=35 Lauenburg-Süd",6.1,42.2,18,22.8,5.9,2,NA
"Thuringia",2014,"1 Eichsfeld I","https://www.election.de/cgi-bin/showcandres_th14.pl?land=th14&wahlkreis=1 Eichsfeld I",8.6,55.4,5.1,6.7,3.4,12.5,NA
"Thuringia",2014,"2 Eichsfeld II","https://www.election.de/cgi-bin/showcandres_th14.pl?land=th14&wahlkreis=2 Eichsfeld II",NA,55.5,3.8,10.6,2.5,16.4,NA
"Thuringia",2014,"3 Nordhausen I","https://www.election.de/cgi-bin/showcandres_th14.pl?land=th14&wahlkreis=3 Nordhausen I",NA,33,4.5,14.9,5.8,31.3,NA
"Thuringia",2014,"4 Nordhausen II","https://www.election.de/cgi-bin/showcandres_th14.pl?land=th14&wahlkreis=4 Nordhausen II",8.1,31.3,6,13.8,1.9,32.9,NA
"Thuringia",2014,"5 Wartburgkreis I","https://www.election.de/cgi-bin/showcandres_th14.pl?land=th14&wahlkreis=5 Wartburgkreis I",NA,42.3,5.5,17,3.1,26.3,NA
"Thuringia",2014,"6 Wartburgkreis II/Eisenach","https://www.election.de/cgi-bin/showcandres_th14.pl?land=th14&wahlkreis=6 Wartburgkreis II/Eisenach",NA,37.4,7.1,12.6,2.4,33.6,NA
"Thuringia",2014,"7 Wartburgkreis III","https://www.election.de/cgi-bin/showcandres_th14.pl?land=th14&wahlkreis=7 Wartburgkreis III",NA,37,4.3,16.6,2.5,29.2,NA
"Thuringia",2014,"8 Unstrut-Hainich-Kreis I","https://www.election.de/cgi-bin/showcandres_th14.pl?land=th14&wahlkreis=8 Unstrut-Hainich-Kreis I",12.6,36.2,5.8,17.4,2.7,23.4,NA
"Thuringia",2014,"9 Unstrut-Hainich-Kreis II","https://www.election.de/cgi-bin/showcandres_th14.pl?land=th14&wahlkreis=9 Unstrut-Hainich-Kreis II",NA,40.2,5.2,16.5,NA,32,NA
